# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 26 09:50:46 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%kep%'
# CONSTRAINT:  and default_flag > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1979 b,Kepler-1979,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,18.50845260000,0.00013110000,-0.00013110000,0,0.1383000000,,,0,29.33000000,8.82000000,-2.94000000,0,2.61665184,0.78686905,-0.26228968,0,,,,,,,,,,,0.000000,,,0,51.3200,46.2500,-14.9100,0,683.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5942.00,176.00,-193.00,0,0.938000,0.282000,-0.094000,0,1.028000,0.127000,-0.140000,0,-0.0600,0.2500,-0.3000,0,[Fe/H],4.506000,0.039000,-0.208000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m22.30s,289.8429062,+38d18m34.64s,38.3096220,1076.27000000,36.16000000,-36.16000000,15.4840000,0.1500000,-0.1500000,13.6110000,,,15.2323000,0.0005700,-0.0005700,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-198 b,Kepler-198,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.79003700000,0.00003500000,-0.00003500000,0,0.1310000000,,,0,2.82000000,0.42000000,-0.42000000,0,0.25200000,0.03700000,-0.03700000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5574.00,100.00,-100.00,0,0.940000,0.139000,-0.139000,0,,,,,,,,,,4.467000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.35800000,4.24650000,-4.24650000,13.6840000,0.1030000,-0.1030000,12.0270000,0.0200000,-0.0200000,13.5662000,0.0004110,-0.0004110,2014-05-14,2014-03,2014-05-14
Kepler-198 c,Kepler-198,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,49.56741600000,0.00022000000,-0.00022000000,0,0.2590000000,,,0,2.47000000,0.37000000,-0.37000000,0,0.22000000,0.03300000,-0.03300000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5574.00,100.00,-100.00,0,0.940000,0.139000,-0.139000,0,,,,,,,,,,4.467000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.35800000,4.24650000,-4.24650000,13.6840000,0.1030000,-0.1030000,12.0270000,0.0200000,-0.0200000,13.5662000,0.0004110,-0.0004110,2014-05-14,2014-03,2014-05-14
Kepler-198 d,Kepler-198,1,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.31184443000,0.00000132900,-0.00000132900,0,,,,,1.53000000,0.09000000,-0.07000000,0,0.13649746,0.00802926,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5636.00,74.56,-63.58,0,0.930000,0.048000,-0.038000,0,0.970000,0.035000,-0.033000,0,0.0400,0.0990,-0.0990,0,[Fe/H],4.490000,0.034000,-0.048000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m41.55s,290.6731326,+38d41m27.62s,38.6910045,495.35800000,4.24650000,-4.24650000,13.6840000,0.1030000,-0.1030000,12.0270000,0.0200000,-0.0200000,13.5662000,0.0004110,-0.0004110,2016-05-06,2016-05,2016-05-10
Kepler-1980 b,Kepler-1980,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,33.02571790000,0.00061810000,-0.00061810000,0,0.2049000000,,,0,2.21000000,0.36000000,-0.12000000,0,0.19716333,0.03211710,-0.01070570,0,,,,,,,,,,,0.000000,,,0,23.9500,10.1100,-3.7900,0,564.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5819.00,69.00,-87.00,0,0.990000,0.163000,-0.054000,0,1.049000,0.059000,-0.073000,0,0.1400,0.1500,-0.1500,0,[Fe/H],4.468000,0.032000,-0.128000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m40.13s,295.1672065,+38d38m13.34s,38.6370390,1709.40000000,145.41000000,-124.60000000,15.9060000,0.0920000,-0.0920000,13.8100000,0.0520000,-0.0520000,15.5691000,0.0004540,-0.0004540,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1981 b,Kepler-1981,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,453.54212000000,0.00350100000,-0.00350100000,0,1.3292000000,,,0,9.23000000,1.76000000,-4.10000000,0,0.82344686,0.15701695,-0.36577813,0,,,,,,,,,,,0.000000,,,0,5.4500,2.7400,-3.8500,0,390.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5874.00,87.00,-79.00,0,3.006000,0.572000,-1.335000,0,1.519000,0.150000,-0.376000,0,0.1200,0.1500,-0.1500,0,[Fe/H],3.664000,0.375000,-0.125000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m54.11s,287.9754691,+38d44m25.08s,38.7402988,659.39500000,6.82000000,-6.68400000,13.5630000,0.1140000,-0.1140000,11.9510000,0.0230000,-0.0230000,13.3811000,0.0002440,-0.0002440,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1982 b,Kepler-1982,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.82315697000,0.00004481000,-0.00004481000,0,0.0511000000,,,0,0.77000000,0.14000000,-0.04000000,0,0.06869492,0.01248998,-0.00356857,0,,,,,,,,,,,0.000000,,,0,638.3800,312.9800,-117.5100,0,1282.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6202.00,99.00,-149.00,0,1.122000,0.205000,-0.058000,0,1.213000,0.076000,-0.093000,0,0.2100,0.1500,-0.1500,0,[Fe/H],4.422000,0.026000,-0.136000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m38.40s,287.4099905,+39d39m31.06s,39.6586267,558.85500000,7.44800000,-7.25900000,12.6960000,0.0690000,-0.0690000,11.4730000,0.0170000,-0.0170000,12.6166000,0.0001820,-0.0001820,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1983 b,Kepler-1983,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,7.32851947000,0.00002311000,-0.00002311000,0,0.0689000000,,,0,2.33000000,0.13000000,-0.18000000,0,0.20786903,0.01159784,-0.01605855,0,,,,,,,,,,,0.000000,,,0,100.1300,18.7700,-20.1100,0,807.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5135.00,84.00,-76.00,0,0.874000,0.048000,-0.069000,0,0.812000,0.058000,-0.029000,0,0.1200,0.1500,-0.1500,0,[Fe/H],4.464000,0.084000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.08s,297.0420150,+39d54m43.87s,39.9121864,424.42800000,3.49500000,-3.43900000,14.5180000,0.0690000,-0.0690000,12.2320000,0.0210000,-0.0210000,14.3031000,0.0002880,-0.0002880,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1984 b,Kepler-1984,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.99281233900,0.00000783200,-0.00000783200,0,0.0238000000,,,0,6.81000000,0.75000000,-0.90000000,0,0.60754855,0.06691063,-0.08029276,0,,,,,,,,,,,0.000000,,,0,48.8200,16.1800,-15.5300,0,675.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3638.00,72.00,-87.00,0,0.420000,0.046000,-0.056000,0,0.450000,0.043000,-0.059000,0,-0.1400,0.1500,-0.1500,0,[Fe/H],4.844000,0.049000,-0.055000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.41s,291.2850446,+40d43m48.08s,40.7300225,,,,16.1920000,1.1330000,-1.1330000,12.5800000,0.0270000,-0.0270000,15.8683000,0.0024100,-0.0024100,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1985 b,Kepler-1985,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.42064689000,0.00001928000,-0.00001928000,0,0.0426000000,,,0,2.27000000,0.25000000,-0.22000000,0,0.20251618,0.02230354,-0.01962712,0,,,,,,,,,,,0.000000,,,0,382.6800,118.2100,-88.5800,0,1129.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5370.00,85.00,-75.00,0,0.966000,0.105000,-0.095000,0,0.877000,0.064000,-0.037000,0,0.1400,0.1500,-0.1500,0,[Fe/H],4.411000,0.104000,-0.076000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m15.93s,293.5663715,+42d07m57.30s,42.1325825,,,,15.2230000,0.2060000,-0.2060000,13.5560000,0.0430000,-0.0430000,15.7053000,0.0136370,-0.0136370,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1986 b,Kepler-1986,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,19.54896660000,0.00013960000,-0.00013960000,0,0.1307000000,,,0,1.89000000,0.35000000,-0.15000000,0,0.16861480,0.03122496,-0.01338213,0,,,,,,,,,,,0.000000,,,0,26.6200,15.5000,-6.6500,0,579.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5549.00,163.00,-163.00,0,0.732000,0.137000,-0.059000,0,0.776000,0.089000,-0.065000,0,-0.5400,0.3000,-0.3000,0,[Fe/H],4.600000,0.045000,-0.113000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m49.99s,292.9582727,+42d51m17.61s,42.8548909,912.08500000,30.45550000,-30.45550000,15.6610000,0.1950000,-0.1950000,13.9080000,0.0570000,-0.0570000,15.7180000,0.0005200,-0.0005200,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1987 b,Kepler-1987,1,1,4,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,2.34586300200,0.00000955000,-0.00000955000,0,0.0318000000,,,0,1.23000000,0.11000000,-0.09000000,0,0.10973344,0.00981356,-0.00802928,0,,,,,,,,,,,0.000000,,,0,233.3800,89.1900,-58.6000,0,997.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,[Fe/H],4.622000,0.024000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000,10.60800000,-10.24900000,15.4770000,0.3890000,-0.3890000,13.1540000,0.0290000,-0.0290000,15.5050000,0.0004510,-0.0004510,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1987 c,Kepler-1987,1,1,4,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.64830183000,0.00001621000,-0.00001621000,0,0.0427000000,,,0,1.33000000,0.12000000,-0.09000000,0,0.11865486,0.01070570,-0.00802928,0,,,,,,,,,,,0.000000,,,0,129.4400,49.4700,-32.5000,0,860.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,[Fe/H],4.622000,0.024000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000,10.60800000,-10.24900000,15.4770000,0.3890000,-0.3890000,13.1540000,0.0290000,-0.0290000,15.5050000,0.0004510,-0.0004510,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1987 d,Kepler-1987,1,1,4,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.64491415400,0.00000877800,-0.00000877800,0,0.0571000000,,,0,2.66000000,0.25000000,-0.18000000,0,0.23730971,0.02230354,-0.01605855,0,,,,,,,,,,,0.000000,,,0,72.3800,27.6700,-18.1700,0,744.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,[Fe/H],4.622000,0.024000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000,10.60800000,-10.24900000,15.4770000,0.3890000,-0.3890000,13.1540000,0.0290000,-0.0290000,15.5050000,0.0004510,-0.0004510,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1987 e,Kepler-1987,1,1,4,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,8.74292005000,0.00003311000,-0.00003311000,0,0.0765000000,,,0,1.92000000,0.18000000,-0.13000000,0,0.17129122,0.01605855,-0.01159784,0,,,,,,,,,,,0.000000,,,0,40.3300,15.4100,-10.1300,0,643.00,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4769.00,172.00,-172.00,0,0.714000,0.068000,-0.049000,0,0.799000,0.041000,-0.081000,0,0.1200,0.2500,-0.3000,0,[Fe/H],4.622000,0.024000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.68300000,10.60800000,-10.24900000,15.4770000,0.3890000,-0.3890000,13.1540000,0.0290000,-0.0290000,15.5050000,0.0004510,-0.0004510,2017-05-08,2017-08-31 00:00,2017-05-08
